login,link,followers,following,follow_ratio,public_repos,contributions,stars,total_size,user_feedback,aura,most_popular_repo_forked
Qenq,https://github.com/Qenq,0.0,0.0,0.0,2.0,0.0,3.0,302.0,0,-150,True
showsky,https://github.com/showsky,5.0,10.0,0.5,12.0,0.0,5.0,36837.0,0,2000,False
mfoglia,https://github.com/mfoglia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
AloisiusDedy,https://github.com/AloisiusDedy,1.0,0.0,0.0,2.0,0.0,0.0,56.0,0,-19219,False
ffc,https://github.com/ffc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5832,
jdahlke,https://github.com/jdahlke,2.0,2.0,1.0,9.0,50.0,1.0,1371.0,0,99,False
thomasherrmann,https://github.com/thomasherrmann,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3520,
LudwigTirazona,https://github.com/LudwigTirazona,1.0,0.0,0.0,6.0,0.0,1.0,294702.0,0,-1028,False
matkins85,https://github.com/matkins85,2.0,0.0,0.0,2.0,0.0,0.0,51660.0,0,-500,True
shush,https://github.com/shush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
amithooda,https://github.com/amithooda,0.0,0.0,0.0,2.0,0.0,1.0,100.0,0,0,False
vmcnabb,https://github.com/vmcnabb,1.0,4.0,0.25,1.0,0.0,0.0,121.0,0,44,True
will-moore,https://github.com/will-moore,40.0,4.0,10.0,165.0,1305.0,1.0,994465.0,0,1000,False
TRavary,https://github.com/TRavary,0.0,0.0,0.0,4.0,0.0,0.0,5725.0,0,40,True
lalentur,https://github.com/lalentur,0.0,1.0,0.0,1.0,0.0,0.0,1085.0,0,0,True
GaloSengen,https://github.com/GaloSengen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
kenosan,https://github.com/kenosan,6.0,9.0,0.6666666666666666,1.0,0.0,1.0,96.0,0,-500,False
adamelevate,https://github.com/adamelevate,10.0,0.0,0.0,11.0,2.0,2.0,146593.0,0,1054,False
erht,https://github.com/erht,0.0,0.0,0.0,2.0,98.0,0.0,66.0,0,-7342,False
andrewjleavitt,https://github.com/andrewjleavitt,1.0,0.0,0.0,37.0,479.0,4.0,18780.0,0,560,False
rupps,https://github.com/rupps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9257,
hermanccw,https://github.com/hermanccw,0.0,2.0,0.0,31.0,0.0,3.0,95656.0,0,100,True
stackable-zz,https://github.com/stackable-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
pabloxz,https://github.com/pabloxz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6431,
fserve,https://github.com/fserve,11.0,10.0,1.1,56.0,0.0,0.0,892847.0,0,-9737,False
sia-xx,https://github.com/sia-xx,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-4924,False
cerverg,https://github.com/cerverg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-23477,False
secutix,https://github.com/secutix,0.0,0.0,0.0,10.0,0.0,7.0,49516.0,0,-127,False
ssteinberg,https://github.com/ssteinberg,87.0,0.0,0.0,11.0,156.0,404.0,2167085.0,0,12393,False
GiR-Blunti,https://github.com/GiR-Blunti,3.0,0.0,0.0,9.0,23.0,3.0,329812.0,0,1000,True
anastasiadipardo,https://github.com/anastasiadipardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
jvalduvieco,https://github.com/jvalduvieco,44.0,28.0,1.5714285714285714,19.0,788.0,21.0,7100.0,0,-846,False
mmunhall,https://github.com/mmunhall,5.0,0.0,0.0,30.0,6.0,10.0,142782.0,0,26,False
vitalisvis,https://github.com/vitalisvis,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0,10,False
colin62,https://github.com/colin62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9235,
lfyzjck,https://github.com/lfyzjck,62.0,52.0,1.1923076923076923,36.0,38.0,28.0,385564.0,0,429,False
06wj,https://github.com/06wj,454.0,122.0,3.721311475409836,46.0,41.0,138.0,6234822.0,0,7778,False
ivanzhang85,https://github.com/ivanzhang85,1.0,2.0,0.5,1.0,0.0,0.0,22334.0,0,-3482,True
cristianalecu,https://github.com/cristianalecu,1.0,0.0,0.0,7.0,0.0,0.0,193451.0,0,-2384,False
lingard,https://github.com/lingard,6.0,1.0,6.0,50.0,0.0,1.0,778928.0,0,-472,False
rapo369,https://github.com/rapo369,1.0,0.0,0.0,4.0,0.0,3.0,18863.0,0,-3212,False
sormlam,https://github.com/sormlam,1.0,0.0,0.0,4.0,0.0,1.0,444.0,0,-1000,False
alastairb,https://github.com/alastairb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
DaddyBird,https://github.com/DaddyBird,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
UMS,https://github.com/UMS,0.0,0.0,0.0,5.0,0.0,1.0,394175.0,0,2,True
mcubed,https://github.com/mcubed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-696969,
ExtraKiller,https://github.com/ExtraKiller,0.0,0.0,0.0,2.0,0.0,0.0,72690.0,0,-100,True
awhite92,https://github.com/awhite92,12.0,11.0,1.0909090909090908,5.0,693.0,1.0,5053.0,0,154,False
velchamy-personal,https://github.com/velchamy-personal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5200,
ethicalvats,https://github.com/ethicalvats,5.0,6.0,0.8333333333333334,38.0,8.0,2.0,424786.0,0,-934,False
mctolentino,https://github.com/mctolentino,2.0,7.0,0.2857142857142857,49.0,0.0,2.0,77524.0,0,5,False
jactiveresource,https://github.com/jactiveresource,0.0,0.0,0.0,1.0,0.0,2.0,3748.0,0,-7423,False
russmcb,https://github.com/russmcb,0.0,0.0,0.0,1.0,0.0,1.0,120.0,0,-5374,False
Showbaazi,https://github.com/Showbaazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5262,
aica-dev,https://github.com/aica-dev,1.0,0.0,0.0,2.0,0.0,2.0,144.0,0,-100,False
pnsk,https://github.com/pnsk,57.0,44.0,1.2954545454545454,42.0,495.0,10.0,448864.0,0,5000,False
Tythos,https://github.com/Tythos,34.0,67.0,0.5074626865671642,238.0,235.0,11.0,1095809.0,0,335,False
freestate,https://github.com/freestate,10.0,67.0,0.1492537313432835,17.0,3.0,0.0,312330.0,0,-1,True
khoa1111,https://github.com/khoa1111,0.0,0.0,0.0,1.0,0.0,1.0,195016.0,0,-10,True
tristanau,https://github.com/tristanau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8273,
monkey-herder,https://github.com/monkey-herder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8346,
cagiva851,https://github.com/cagiva851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
davidrudder,https://github.com/davidrudder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3275,
Altamontanha,https://github.com/Altamontanha,0.0,0.0,0.0,1.0,0.0,4.0,5944.0,0,-1,False
chhib,https://github.com/chhib,50.0,4.0,12.5,30.0,0.0,53.0,11394.0,0,82,False
Mentalbox,https://github.com/Mentalbox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5222,
archeg,https://github.com/archeg,1.0,2.0,0.5,17.0,0.0,1.0,164147.0,0,500,False
erikdejonge,https://github.com/erikdejonge,35.0,77.0,0.4545454545454545,134.0,9.0,22.0,1638209.0,0,1022,False
clindemeier-zz,https://github.com/clindemeier-zz,1.0,0.0,0.0,1.0,0.0,0.0,25331.0,0,-10,True
GenticsDev,https://github.com/GenticsDev,3.0,0.0,0.0,0.0,129.0,0.0,0.0,0,50,
Radwulf,https://github.com/Radwulf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
raunakp,https://github.com/raunakp,3.0,1.0,3.0,29.0,3.0,1.0,374458.0,0,-10,False
Kaian,https://github.com/Kaian,43.0,18.0,2.388888888888889,23.0,520.0,4.0,348624.0,0,5250,True
ziljin,https://github.com/ziljin,1.0,0.0,0.0,2.0,0.0,0.0,416.0,0,-3845,False
angq,https://github.com/angq,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
Ciredia,https://github.com/Ciredia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
rcdexta,https://github.com/rcdexta,155.0,30.0,5.166666666666667,119.0,205.0,22.0,478727.0,0,1734,False
D-Hoghton,https://github.com/D-Hoghton,0.0,0.0,0.0,3.0,0.0,1.0,316.0,0,-50,False
eddboyer,https://github.com/eddboyer,0.0,0.0,0.0,4.0,1.0,2.0,324495.0,0,100,True
joshargh,https://github.com/joshargh,8.0,16.0,0.5,28.0,1.0,0.0,353300.0,0,2,True
koopatroopa,https://github.com/koopatroopa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
AppleMonkey,https://github.com/AppleMonkey,0.0,0.0,0.0,2.0,0.0,0.0,287.0,0,27,False
RNAer,https://github.com/RNAer,22.0,3.0,7.333333333333333,35.0,20.0,14.0,694950.0,0,580,False
charlespytter,https://github.com/charlespytter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9999,
kraker006,https://github.com/kraker006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
Rafi1,https://github.com/Rafi1,0.0,0.0,0.0,1.0,0.0,1.0,520.0,0,-2025,False
andyfinity,https://github.com/andyfinity,0.0,0.0,0.0,13.0,0.0,8.0,3572.0,0,550,False
sdistefano,https://github.com/sdistefano,2.0,2.0,1.0,50.0,1348.0,3.0,145274.0,0,-45,True
av-zhukov,https://github.com/av-zhukov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
anjalikaushal,https://github.com/anjalikaushal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6329,
gwenny,https://github.com/gwenny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8213,
HafizEltayeb,https://github.com/HafizEltayeb,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-8394,False
Yilang,https://github.com/Yilang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9461,
andyofb,https://github.com/andyofb,1.0,0.0,0.0,1.0,0.0,0.0,60.0,0,-3852,True
rodrigofigueiredo,https://github.com/rodrigofigueiredo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,
fhmf,https://github.com/fhmf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4829,
chris-mackie,https://github.com/chris-mackie,7.0,21.0,0.3333333333333333,4.0,121.0,2.0,3006.0,0,156,False
sharpfive,https://github.com/sharpfive,9.0,1.0,9.0,21.0,6.0,5.0,1545798.0,0,500,False
Zinssmeister,https://github.com/Zinssmeister,0.0,0.0,0.0,6.0,0.0,67.0,1950.0,0,1567,False
visionproject,https://github.com/visionproject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7235,
haakond,https://github.com/haakond,8.0,2.0,4.0,4.0,112.0,0.0,160.0,0,-2845,False
luke-chard,https://github.com/luke-chard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
zsjavorszky,https://github.com/zsjavorszky,3.0,1.0,3.0,3.0,1.0,3.0,13487.0,0,5,False
otang,https://github.com/otang,22.0,12.0,1.8333333333333333,33.0,1051.0,1.0,118174.0,0,923757,True
sbradshaw,https://github.com/sbradshaw,3.0,1.0,3.0,8.0,0.0,0.0,1968.0,0,243,False
rrazd,https://github.com/rrazd,10.0,7.0,1.4285714285714286,19.0,11.0,1.0,334215.0,0,-372,False
ahmeddev,https://github.com/ahmeddev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8237,
gravitywarrior,https://github.com/gravitywarrior,0.0,0.0,0.0,2.0,0.0,0.0,3216.0,0,-7396,False
konakonall,https://github.com/konakonall,5.0,6.0,0.8333333333333334,15.0,57.0,3.0,602850.0,0,5,True
gitgit,https://github.com/gitgit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-82472,
herbsolo,https://github.com/herbsolo,0.0,0.0,0.0,1.0,0.0,2.0,14311.0,0,-8000,True
Jbartsch,https://github.com/Jbartsch,11.0,34.0,0.3235294117647059,29.0,2.0,1.0,347616.0,0,-2348,False
jgraber,https://github.com/jgraber,15.0,7.0,2.142857142857143,29.0,385.0,61.0,274983.0,0,1524,False
soehalim,https://github.com/soehalim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6250,
patriksimek,https://github.com/patriksimek,170.0,6.0,28.33333333333333,44.0,152.0,116.0,198516.0,0,29834,False
ssyr,https://github.com/ssyr,0.0,0.0,0.0,3.0,0.0,1.0,176716.0,0,-2373,True
twomz,https://github.com/twomz,0.0,0.0,0.0,1.0,0.0,0.0,177.0,0,1,True
Lconsentino,https://github.com/Lconsentino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
ayoubice,https://github.com/ayoubice,3.0,10.0,0.3,16.0,313.0,0.0,219556.0,0,150,False
eXtenZy,https://github.com/eXtenZy,2.0,1.0,2.0,12.0,2.0,2.0,168338.0,0,525,False
cdelbasso,https://github.com/cdelbasso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
johnstda,https://github.com/johnstda,0.0,0.0,0.0,1.0,0.0,1.0,104.0,0,-550,False
kumarsharma,https://github.com/kumarsharma,3.0,0.0,0.0,7.0,3.0,2.0,150931.0,0,102,False
hoshsadiq,https://github.com/hoshsadiq,93.0,34.0,2.735294117647059,43.0,1771.0,1619.0,20676287.0,0,472,False
pbanavara,https://github.com/pbanavara,12.0,7.0,1.7142857142857142,74.0,121.0,5.0,1111300.0,0,2000,True
Fomi4,https://github.com/Fomi4,0.0,1.0,0.0,28.0,0.0,0.0,40438.0,0,523,False
BobAmin,https://github.com/BobAmin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8723,
pcs2112,https://github.com/pcs2112,4.0,0.0,0.0,17.0,24.0,0.0,13374.0,0,0,True
Skumlingen,https://github.com/Skumlingen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8374,
tjwatermeier,https://github.com/tjwatermeier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2843,
BrandonH28,https://github.com/BrandonH28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7265,
videosoft,https://github.com/videosoft,24.0,0.0,0.0,4.0,0.0,8.0,14849.0,0,500,False
awerths,https://github.com/awerths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7926,
pivotavic,https://github.com/pivotavic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
pick-zz,https://github.com/pick-zz,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,-8734,
klaasjan,https://github.com/klaasjan,2.0,7.0,0.2857142857142857,9.0,9.0,0.0,8017.0,0,-2377,True
florianbeer,https://github.com/florianbeer,62.0,17.0,3.647058823529412,16.0,506.0,225.0,227915.0,0,26,False
gdmh,https://github.com/gdmh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-18365,
wabendo,https://github.com/wabendo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
ispysoftware,https://github.com/ispysoftware,160.0,4.0,40.0,29.0,523.0,1472.0,3504800.0,0,10000,False
chenligui,https://github.com/chenligui,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2003,
LouisHuppenbauer,https://github.com/LouisHuppenbauer,4.0,2.0,2.0,3.0,0.0,3.0,296.0,0,50,False
hdz0310204,https://github.com/hdz0310204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8343,
lkshakya,https://github.com/lkshakya,3.0,9.0,0.3333333333333333,6.0,0.0,10.0,69352.0,0,0,False
jthow2001,https://github.com/jthow2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8343,
StrangeAttractor,https://github.com/StrangeAttractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
estebangallardo,https://github.com/estebangallardo,0.0,0.0,0.0,1.0,0.0,0.0,591.0,0,-1000,True
CharlotteB,https://github.com/CharlotteB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
calumchisholm,https://github.com/calumchisholm,6.0,8.0,0.75,7.0,7.0,1.0,37540.0,0,-566,False
klyun,https://github.com/klyun,1.0,0.0,0.0,3.0,0.0,0.0,160.0,0,-1000,False
mreiter,https://github.com/mreiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
coolecelt,https://github.com/coolecelt,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-10000,False
cromwell-enage,https://github.com/cromwell-enage,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,False
nud3lz,https://github.com/nud3lz,7.0,2.0,3.5,1.0,0.0,2.0,132.0,0,3,False
tdsullivan,https://github.com/tdsullivan,0.0,1.0,0.0,1.0,0.0,0.0,204.0,0,-1050,True
Stopbrein,https://github.com/Stopbrein,0.0,0.0,0.0,1.0,0.0,0.0,7670.0,0,-7364,True
ipcode,https://github.com/ipcode,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-42,
sudhirb,https://github.com/sudhirb,1.0,2.0,0.5,4.0,0.0,0.0,143.0,0,-6143,False
cameronson,https://github.com/cameronson,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,-9374,False
privetvzeveh,https://github.com/privetvzeveh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
mortennajbjerg,https://github.com/mortennajbjerg,0.0,0.0,0.0,13.0,0.0,5.0,225605.0,0,150,False
charliesawsome,https://github.com/charliesawsome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6252,
arkansasattorney,https://github.com/arkansasattorney,,,,,,,,0,0,
Elizabethandesign,https://github.com/Elizabethandesign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8472,
phxql,https://github.com/phxql,77.0,35.0,2.2,66.0,71.0,411.0,32550.0,0,6969,False
sbarnesx,https://github.com/sbarnesx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
HerokuCMSDemo,https://github.com/HerokuCMSDemo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
accent,https://github.com/accent,4.0,0.0,0.0,14.0,0.0,2.0,33782.0,0,5,False
aaronda921,https://github.com/aaronda921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
Dejaneiro,https://github.com/Dejaneiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7234,
codejnki,https://github.com/codejnki,16.0,14.0,1.1428571428571428,19.0,371.0,6.0,2001.0,0,355,False
Helpdesk-valenet,https://github.com/Helpdesk-valenet,1.0,0.0,0.0,2.0,0.0,2.0,96.0,0,-1000,False
Combustion-dev,https://github.com/Combustion-dev,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
DMarsden,https://github.com/DMarsden,2.0,0.0,0.0,4.0,0.0,0.0,256.0,0,58,False
Dreamher,https://github.com/Dreamher,1.0,0.0,0.0,2.0,0.0,2.0,96.0,0,-3680,False
dxxyy,https://github.com/dxxyy,1.0,6.0,0.1666666666666666,2.0,0.0,0.0,8202.0,0,-3847,True
kcchu,https://github.com/kcchu,0.0,0.0,0.0,25.0,0.0,65.0,127153.0,0,250,False
Circkumflex,https://github.com/Circkumflex,4.0,3.0,1.3333333333333333,1.0,0.0,0.0,32.0,0,5,False
adamada,https://github.com/adamada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5222,
hronos,https://github.com/hronos,2.0,1.0,2.0,6.0,0.0,1.0,51181.0,0,800,False
vergnaud,https://github.com/vergnaud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8145,
mikeypengelly,https://github.com/mikeypengelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-81749,
googoljqk,https://github.com/googoljqk,6.0,2.0,3.0,29.0,0.0,1.0,346322.0,0,-2734,True
ursabhi,https://github.com/ursabhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
tetylek,https://github.com/tetylek,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,500,False
kevineves,https://github.com/kevineves,0.0,3.0,0.0,2.0,0.0,0.0,263.0,0,-10273,True
jamesnj,https://github.com/jamesnj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7378,
sergeykaplun,https://github.com/sergeykaplun,2.0,0.0,0.0,5.0,0.0,4.0,214907.0,0,555,False
edboo57,https://github.com/edboo57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8375,
ajs-dy,https://github.com/ajs-dy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-28840,
Bellareiki3,https://github.com/Bellareiki3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-8572,
sanikumar,https://github.com/sanikumar,26.0,15.0,1.7333333333333334,95.0,20.0,0.0,112922.0,0,-231,False
mad4linux,https://github.com/mad4linux,2.0,6.0,0.3333333333333333,3.0,0.0,1.0,667.0,0,-4937,False
pivotal-abc,https://github.com/pivotal-abc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
trab567,https://github.com/trab567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8239,
sss4372,https://github.com/sss4372,0.0,0.0,0.0,2.0,0.0,0.0,1472.0,0,-1923,True
iamtnk,https://github.com/iamtnk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9357,
ReginaKing65,https://github.com/ReginaKing65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
Bais,https://github.com/Bais,0.0,1.0,0.0,2.0,0.0,0.0,83518.0,0,1,True
kirishima77,https://github.com/kirishima77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5200,
wilmergeovannyosoribonilla,https://github.com/wilmergeovannyosoribonilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9236,
SparkleTeam,https://github.com/SparkleTeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8534,
benignbala,https://github.com/benignbala,5.0,3.0,1.6666666666666667,92.0,1.0,1.0,1805106.0,0,777,True
eplusx,https://github.com/eplusx,3.0,3.0,1.0,9.0,49.0,1.0,96479.0,0,-2837,True
unbeatenchamp,https://github.com/unbeatenchamp,0.0,0.0,0.0,1.0,0.0,0.0,516.0,0,-1246,True
jccunhaol,https://github.com/jccunhaol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4262,
tomjanssens,https://github.com/tomjanssens,25.0,21.0,1.1904761904761905,18.0,4.0,5.0,196342.0,0,-237,False
ivolucien,https://github.com/ivolucien,3.0,0.0,0.0,7.0,144.0,7.0,19044.0,0,100,False
nollkoll,https://github.com/nollkoll,0.0,0.0,0.0,2.0,0.0,2.0,236.0,0,-10,False
vinegarhill,https://github.com/vinegarhill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8742,
khallco,https://github.com/khallco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5262,
riskio,https://github.com/riskio,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2736,
stevechae,https://github.com/stevechae,11.0,6.0,1.8333333333333333,8.0,20.0,3.0,1138939.0,0,501,False
pakza,https://github.com/pakza,1.0,0.0,0.0,2.0,0.0,0.0,244.0,0,-1,False
vijay9966,https://github.com/vijay9966,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0,0,False
vcoppolecchia,https://github.com/vcoppolecchia,2.0,2.0,1.0,3.0,0.0,0.0,6980.0,0,50,True
morkov4o,https://github.com/morkov4o,2.0,1.0,2.0,11.0,0.0,0.0,158940.0,0,152,True
Gonz-revel-,https://github.com/Gonz-revel-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7522,
annemailopp,https://github.com/annemailopp,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,-5267,
nexxos,https://github.com/nexxos,4.0,6.0,0.6666666666666666,31.0,0.0,3.0,30890.0,0,2,True
cscart,https://github.com/cscart,83.0,0.0,0.0,48.0,0.0,138.0,1169346.0,0,934,False
joelarnold,https://github.com/joelarnold,1.0,0.0,0.0,3.0,0.0,0.0,5687.0,0,-1000,True
armkry,https://github.com/armkry,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,
pelzuk,https://github.com/pelzuk,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,100,
kld4024,https://github.com/kld4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5392,
mparsons1980,https://github.com/mparsons1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8293,
myytyler,https://github.com/myytyler,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-5235,False
owensdre,https://github.com/owensdre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
scrollins,https://github.com/scrollins,3.0,0.0,0.0,1.0,0.0,0.0,180.0,0,-733,False
PortableFrontier,https://github.com/PortableFrontier,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
madewithlove,https://github.com/madewithlove,24.0,0.0,0.0,53.0,0.0,755.0,324072.0,0,5275,False
wicksipedia,https://github.com/wicksipedia,50.0,1.0,50.0,38.0,2094.0,34.0,1244908.0,0,1842,False
wilsonhuangtw,https://github.com/wilsonhuangtw,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0,-3174,
baracudaz,https://github.com/baracudaz,4.0,8.0,0.5,5.0,0.0,30.0,5812.0,0,1000,False
syspo,https://github.com/syspo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3840,
orionseverhill,https://github.com/orionseverhill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-82345,
X3Cutor,https://github.com/X3Cutor,0.0,0.0,0.0,3.0,0.0,0.0,42196.0,0,0,True
DaveChaos,https://github.com/DaveChaos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
kungfucraig,https://github.com/kungfucraig,10.0,0.0,0.0,10.0,166.0,5.0,34429.0,0,241,False
curruscataphractus,https://github.com/curruscataphractus,0.0,0.0,0.0,1.0,0.0,1.0,112.0,0,0,False
geolffrey,https://github.com/geolffrey,9.0,117.0,0.0769230769230769,331.0,22.0,0.0,211322.0,0,-520,True
gilsanchez,https://github.com/gilsanchez,5.0,9.0,0.5555555555555556,16.0,0.0,5.0,34901.0,0,10,False
tomdrn,https://github.com/tomdrn,12.0,13.0,0.9230769230769232,21.0,0.0,1.0,328464.0,0,981,False
cc-,https://github.com/cc-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
jrwhitley,https://github.com/jrwhitley,1.0,0.0,0.0,1.0,0.0,1.0,15541.0,0,-8374,True
x72,https://github.com/x72,1.0,0.0,0.0,4.0,0.0,0.0,1361.0,0,-750,False
manojalwani,https://github.com/manojalwani,1.0,0.0,0.0,9.0,0.0,11.0,143935.0,0,-1586,False
vtele100,https://github.com/vtele100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
babalar12,https://github.com/babalar12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8346,
belle2,https://github.com/belle2,15.0,0.0,0.0,6.0,0.0,47.0,1058630.0,0,22,False
fwahab,https://github.com/fwahab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7944,
araxn,https://github.com/araxn,0.0,0.0,0.0,2.0,0.0,2.0,12954.0,0,-1500,True
abdoaha,https://github.com/abdoaha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-213818,
chintanthakkar,https://github.com/chintanthakkar,0.0,0.0,0.0,2.0,0.0,1.0,740012.0,0,-10,False
nicholaswilde,https://github.com/nicholaswilde,51.0,58.0,0.8793103448275862,94.0,1443.0,88.0,43014.0,0,147,True
jdhouse4,https://github.com/jdhouse4,8.0,6.0,1.3333333333333333,13.0,0.0,23.0,183530.0,0,3720,False
microcuts,https://github.com/microcuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8247,
