login,link,followers,following,follow_ratio,public_repos,contributions,stars,total_size,user_feedback,aura,most_popular_repo_forked
jandheedene,https://github.com/jandheedene,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
castaine,https://github.com/castaine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
nasib,https://github.com/nasib,1.0,1.0,1.0,2.0,0.0,2.0,659.0,0,-7384,True
kephale,https://github.com/kephale,92.0,44.0,2.090909090909091,194.0,2249.0,21.0,419119.0,0,10463,True
quotesw,https://github.com/quotesw,2.0,0.0,0.0,8.0,0.0,3.0,13309.0,0,-2345,False
game63,https://github.com/game63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7252,
tenglin,https://github.com/tenglin,2.0,0.0,0.0,3.0,0.0,0.0,124.0,0,0,False
ohadg,https://github.com/ohadg,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-2056,False
adriandcross,https://github.com/adriandcross,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
charparoni,https://github.com/charparoni,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8163,
0xae,https://github.com/0xae,75.0,313.0,0.2396166134185303,65.0,23.0,8.0,667666.0,0,660,False
AlbanSeurat,https://github.com/AlbanSeurat,21.0,12.0,1.75,14.0,6.0,10.0,31927.0,0,1000,False
songoku119,https://github.com/songoku119,7.0,0.0,0.0,4.0,0.0,2.0,65028.0,0,7,True
smitaruba,https://github.com/smitaruba,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7142,
TouringPlans,https://github.com/TouringPlans,38.0,0.0,0.0,2.0,0.0,124.0,23961.0,0,-469,False
evanmcd,https://github.com/evanmcd,5.0,0.0,0.0,9.0,0.0,6.0,130344.0,0,10,False
sabyg,https://github.com/sabyg,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
themuniz,https://github.com/themuniz,5.0,1.0,5.0,9.0,136.0,0.0,3495.0,0,328,True
geeman7444,https://github.com/geeman7444,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5262,
BuFu,https://github.com/BuFu,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2472,
anders-bogild,https://github.com/anders-bogild,3.0,0.0,0.0,2.0,0.0,0.0,1521.0,0,-1000,True
ayee99,https://github.com/ayee99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8792,
jamesbaggett,https://github.com/jamesbaggett,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
p2program,https://github.com/p2program,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
fat2002,https://github.com/fat2002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4000,
givella76,https://github.com/givella76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7238,
tanoc,https://github.com/tanoc,7.0,0.0,0.0,1.0,146.0,0.0,246.0,0,60,True
dy,https://github.com/dy,510.0,376.0,1.3563829787234043,155.0,1555.0,215.0,50511.0,0,749,False
aduvvuri,https://github.com/aduvvuri,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,
dsampy,https://github.com/dsampy,3.0,0.0,0.0,75.0,0.0,0.0,6015.0,0,10000,False
andy2010,https://github.com/andy2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9824,
acsr,https://github.com/acsr,18.0,33.0,0.5454545454545454,39.0,32.0,3.0,301363.0,0,3568,False
lehwa,https://github.com/lehwa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8473,
teemitzitrone,https://github.com/teemitzitrone,9.0,11.0,0.8181818181818182,5.0,0.0,0.0,230703.0,0,863,False
jaykang,https://github.com/jaykang,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7592,
dmitry-kabanov,https://github.com/dmitry-kabanov,35.0,9.0,3.888888888888889,98.0,1334.0,5.0,703855.0,0,1526,True
bertBruynooghe,https://github.com/bertBruynooghe,3.0,6.0,0.5,31.0,2.0,13.0,356801.0,0,10000,False
szjhtz,https://github.com/szjhtz,2.0,5.0,0.4,166.0,31.0,1.0,588440.0,0,10,True
diclonius89,https://github.com/diclonius89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2752,
izotovladimir,https://github.com/izotovladimir,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9000,
jesusgil,https://github.com/jesusgil,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8723,
Makeshet,https://github.com/Makeshet,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-2000,False
abetbofca,https://github.com/abetbofca,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4000,
Besmir,https://github.com/Besmir,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5200,
happypoulp,https://github.com/happypoulp,116.0,5.0,23.2,20.0,6.0,3762.0,15210.0,0,1000,False
makku,https://github.com/makku,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2735,
CedricYao,https://github.com/CedricYao,14.0,0.0,0.0,38.0,9.0,7.0,302074.0,0,534,True
adamwride,https://github.com/adamwride,3.0,2.0,1.5,6.0,0.0,0.0,13340.0,0,100,False
bnaruto21,https://github.com/bnaruto21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5262,
kosmology,https://github.com/kosmology,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-10000,
Scruffy,https://github.com/Scruffy,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1284,
ferentchak,https://github.com/ferentchak,18.0,15.0,1.2,23.0,0.0,7.0,1122292.0,0,5,False
dizlexik,https://github.com/dizlexik,4.0,0.0,0.0,40.0,2.0,27.0,679359.0,0,750,False
josephshoop,https://github.com/josephshoop,8.0,0.0,0.0,3.0,1.0,0.0,214913.0,0,74,False
inxtensis,https://github.com/inxtensis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
auc,https://github.com/auc,1.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-5582,False
indrajeet11111,https://github.com/indrajeet11111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4000,
nglaura,https://github.com/nglaura,1.0,0.0,0.0,5.0,0.0,2.0,3277.0,0,2,False
jianjye,https://github.com/jianjye,11.0,3.0,3.6666666666666665,18.0,16.0,27.0,180787.0,0,234,False
ivanespinchiloeches,https://github.com/ivanespinchiloeches,1.0,0.0,0.0,10.0,16.0,0.0,18531.0,0,-4739,False
pclinx,https://github.com/pclinx,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0,-500,False
jollerbarn,https://github.com/jollerbarn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
diavola,https://github.com/diavola,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8040,
brunoripa,https://github.com/brunoripa,18.0,5.0,3.6,19.0,715.0,26.0,51164.0,0,234,False
AdamDempsey,https://github.com/AdamDempsey,10.0,51.0,0.196078431372549,2.0,0.0,4.0,69907.0,0,1253,False
AndrewBarrettCa,https://github.com/AndrewBarrettCa,3.0,3.0,1.0,3.0,0.0,0.0,4.0,0,-500,False
toerist,https://github.com/toerist,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5834,
asprin,https://github.com/asprin,3.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-5,False
quods,https://github.com/quods,7.0,3.0,2.333333333333333,1.0,1.0,0.0,1.0,0,15,False
redventures-oss,https://github.com/redventures-oss,19.0,8.0,2.375,5.0,0.0,4.0,5418.0,0,10,True
pataterock,https://github.com/pataterock,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7425,
icarus1633,https://github.com/icarus1633,5.0,0.0,0.0,1.0,0.0,1.0,1016.0,0,10000,True
kmwalke,https://github.com/kmwalke,9.0,2.0,4.5,15.0,159.0,8.0,285465.0,0,55,False
umongousProjects,https://github.com/umongousProjects,9.0,0.0,0.0,10.0,0.0,2.0,50391.0,0,520,False
kallisti5,https://github.com/kallisti5,105.0,4.0,26.25,207.0,174.0,53.0,2253814.0,0,21374,False
tiggit,https://github.com/tiggit,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-847,
sjarvela,https://github.com/sjarvela,12.0,0.0,0.0,3.0,0.0,120.0,32544.0,0,6000,False
bablamoosh,https://github.com/bablamoosh,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
multimixer,https://github.com/multimixer,3.0,0.0,0.0,3.0,0.0,1.0,21826.0,0,22,True
robertluo,https://github.com/robertluo,34.0,35.0,0.9714285714285714,42.0,29.0,107.0,61244.0,0,158,False
ralpho,https://github.com/ralpho,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
zeesuresh,https://github.com/zeesuresh,3.0,0.0,0.0,1.0,0.0,0.0,20.0,0,-8129,False
miagi,https://github.com/miagi,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8375,
Centechterry,https://github.com/Centechterry,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6723,
17chris,https://github.com/17chris,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
gyokuro,https://github.com/gyokuro,3.0,0.0,0.0,8.0,0.0,2.0,46288.0,0,-4832,False
savrip,https://github.com/savrip,3.0,0.0,0.0,1.0,0.0,0.0,4802.0,0,1,True
fzafarani,https://github.com/fzafarani,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100,
shin330,https://github.com/shin330,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5934,
help50,https://github.com/help50,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4000,
gongns,https://github.com/gongns,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9267,
ciroma,https://github.com/ciroma,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4526,
dabbsz2010,https://github.com/dabbsz2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
purpleice,https://github.com/purpleice,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100,
murcielagor-gt,https://github.com/murcielagor-gt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
shinlaimo,https://github.com/shinlaimo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8862,
jackben,https://github.com/jackben,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5222,
nouveau-rubynho,https://github.com/nouveau-rubynho,2.0,2.0,1.0,7.0,0.0,0.0,115.0,0,0,False
monssef2010,https://github.com/monssef2010,2.0,0.0,0.0,1.0,0.0,0.0,48.0,0,-5,False
Ond,https://github.com/Ond,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8645,
rsathish29,https://github.com/rsathish29,3.0,3.0,1.0,2.0,6.0,0.0,9956.0,0,-30,False
zhainchen,https://github.com/zhainchen,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
leokassio,https://github.com/leokassio,10.0,6.0,1.6666666666666667,9.0,76.0,19.0,190251.0,0,100,False
mumuxinfei,https://github.com/mumuxinfei,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8367,
asez73,https://github.com/asez73,11.0,20.0,0.55,70.0,0.0,2.0,1719886.0,0,255,False
floyd2,https://github.com/floyd2,2.0,0.0,0.0,6.0,0.0,1.0,1348.0,0,100,True
jifka,https://github.com/jifka,7.0,2.0,3.5,3.0,0.0,1.0,166609.0,0,5,False
madpythonic,https://github.com/madpythonic,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3724,
abhijitbendale,https://github.com/abhijitbendale,47.0,1.0,47.0,11.0,1.0,285.0,565231.0,0,15000,False
ericstoltz,https://github.com/ericstoltz,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4000,
cwsherer11,https://github.com/cwsherer11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
aliamondano,https://github.com/aliamondano,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-9875,
joeweaver,https://github.com/joeweaver,16.0,8.0,2.0,33.0,44.0,4.0,2685303.0,0,1572,False
nevin,https://github.com/nevin,2.0,2.0,1.0,23.0,0.0,1.0,462644.0,0,58,False
twadzinski,https://github.com/twadzinski,2.0,0.0,0.0,3.0,0.0,0.0,12506.0,0,-1000,False
hardikpatelit,https://github.com/hardikpatelit,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7252,
ekuku,https://github.com/ekuku,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8346,
giani09,https://github.com/giani09,4.0,5.0,0.8,3.0,0.0,1.0,4788.0,0,-1025,True
mujtar01,https://github.com/mujtar01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
mrhezqhe,https://github.com/mrhezqhe,3.0,0.0,0.0,10.0,9.0,0.0,20447.0,0,-44,False
hide5stm,https://github.com/hide5stm,21.0,36.0,0.5833333333333334,179.0,299.0,1.0,443500.0,0,2560,False
esaltelli,https://github.com/esaltelli,3.0,0.0,0.0,1.0,0.0,0.0,487938.0,0,-3944,True
blendeguz,https://github.com/blendeguz,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1743,
joonjoon,https://github.com/joonjoon,3.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-9999,False
kontextbewusst,https://github.com/kontextbewusst,6.0,1.0,6.0,9.0,0.0,1.0,196459.0,0,1250,False
rtwelfareclub,https://github.com/rtwelfareclub,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-100,
eliagregorio,https://github.com/eliagregorio,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5252,
PhilipTransfeld,https://github.com/PhilipTransfeld,3.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-5783,False
thatsmithere,https://github.com/thatsmithere,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
szytko,https://github.com/szytko,11.0,1.0,11.0,37.0,18.0,0.0,177863.0,0,-2837,True
Claud,https://github.com/Claud,9.0,2.0,4.5,16.0,4.0,27.0,75533.0,0,7777,False
peteRogers,https://github.com/peteRogers,6.0,8.0,0.75,69.0,106.0,8.0,150909.0,0,220,False
supereinstain,https://github.com/supereinstain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8275,
jamesco,https://github.com/jamesco,5.0,4.0,1.25,4.0,30.0,0.0,7860.0,0,-1833,True
katna,https://github.com/katna,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
mrhillz,https://github.com/mrhillz,,,,,,,,0,-100000,
leev,https://github.com/leev,35.0,3.0,11.666666666666666,5.0,2.0,985.0,13093.0,0,128311,False
burakashik,https://github.com/burakashik,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5233,
NaveenP,https://github.com/NaveenP,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4256,
markery,https://github.com/markery,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5252,
theskabeater,https://github.com/theskabeater,15.0,2.0,7.5,27.0,18.0,3.0,920968.0,0,150,False
ecairns,https://github.com/ecairns,8.0,0.0,0.0,6.0,0.0,0.0,12795.0,0,-772,True
ange,https://github.com/ange,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5262,
ariw,https://github.com/ariw,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5262,
minenotewebstaff,https://github.com/minenotewebstaff,3.0,0.0,0.0,2.0,0.0,2.0,137.0,0,-50,False
asimiqbal,https://github.com/asimiqbal,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
cr8vhimanshu,https://github.com/cr8vhimanshu,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0,-1000,False
doctorpartlow,https://github.com/doctorpartlow,9.0,6.0,1.5,5.0,6.0,52.0,130341.0,0,100,False
lubyou,https://github.com/lubyou,3.0,2.0,1.5,15.0,2.0,0.0,316015.0,0,-2567,True
Qwark,https://github.com/Qwark,4.0,1.0,4.0,3.0,0.0,0.0,195451.0,0,-1023,True
iTExxx,https://github.com/iTExxx,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
echealth,https://github.com/echealth,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8562,
ansonkao,https://github.com/ansonkao,45.0,64.0,0.703125,37.0,402.0,16.0,634704.0,0,3400,False
gangster2828,https://github.com/gangster2828,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
kurferag,https://github.com/kurferag,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-12381,
faygo,https://github.com/faygo,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7236,
miniyou,https://github.com/miniyou,5.0,5.0,1.0,4.0,3.0,0.0,16066.0,0,120,True
b-spoked,https://github.com/b-spoked,1.0,0.0,0.0,5.0,0.0,6.0,80856.0,0,5,False
PhilETaylor,https://github.com/PhilETaylor,62.0,0.0,0.0,79.0,2274.0,9.0,267255.0,0,1000,False
jfabiano,https://github.com/jfabiano,3.0,6.0,0.5,4.0,1.0,1.0,105457.0,0,150,True
resmond,https://github.com/resmond,2.0,1.0,2.0,7.0,0.0,1.0,106061.0,0,9324,False
Weti-Plaza,https://github.com/Weti-Plaza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
paunin,https://github.com/paunin,87.0,31.0,2.806451612903226,32.0,241.0,1313.0,23075.0,0,150,False
olibonsai,https://github.com/olibonsai,2.0,0.0,0.0,1.0,0.0,0.0,274.0,0,-8246,True
semalt,https://github.com/semalt,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0,-9000,
shininglion,https://github.com/shininglion,10.0,0.0,0.0,9.0,0.0,49.0,3434.0,0,10000,False
winsonchai2009,https://github.com/winsonchai2009,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7822,
nobodypb,https://github.com/nobodypb,6.0,9.0,0.6666666666666666,28.0,0.0,4.0,1293113.0,0,10,False
lovepanda64,https://github.com/lovepanda64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5263,
kro,https://github.com/kro,52.0,33.0,1.5757575757575757,12.0,0.0,31.0,7272.0,0,526,False
apascall,https://github.com/apascall,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8234,
michaeluffer,https://github.com/michaeluffer,5.0,0.0,0.0,7.0,0.0,0.0,2432.0,0,10,False
frank107,https://github.com/frank107,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8274,
4dreamtravel,https://github.com/4dreamtravel,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
creatives,https://github.com/creatives,5.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-100,False
rmerriam,https://github.com/rmerriam,5.0,0.0,0.0,2.0,5.0,0.0,9.0,0,-105,False
akolechkin,https://github.com/akolechkin,9.0,3.0,3.0,16.0,0.0,12.0,31390.0,0,-20,True
acoldone,https://github.com/acoldone,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,
wisnpaul,https://github.com/wisnpaul,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7364,
johnboyd,https://github.com/johnboyd,7.0,5.0,1.4,4.0,0.0,3.0,223.0,0,-50,False
kbarnette,https://github.com/kbarnette,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8526,
gilsantana,https://github.com/gilsantana,4.0,0.0,0.0,1.0,0.0,2.0,2280.0,0,500,False
howitabout,https://github.com/howitabout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5267,
donatello,https://github.com/donatello,65.0,34.0,1.911764705882353,99.0,754.0,15.0,1036353.0,0,2458,False
zhuangxm,https://github.com/zhuangxm,19.0,15.0,1.2666666666666666,35.0,19.0,29.0,61833.0,0,1523,False
molinard,https://github.com/molinard,3.0,0.0,0.0,7.0,0.0,0.0,37650.0,0,35,False
ChungMasterFlex,https://github.com/ChungMasterFlex,4.0,11.0,0.3636363636363636,9.0,0.0,4.0,418530.0,0,527,True
kkaraujo,https://github.com/kkaraujo,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4726,
shinwachi,https://github.com/shinwachi,4.0,2.0,2.0,29.0,0.0,9.0,222138.0,0,5,False
jamesstiff,https://github.com/jamesstiff,4.0,7.0,0.5714285714285714,3.0,243.0,0.0,2346.0,0,-57,False
bucketbrigade,https://github.com/bucketbrigade,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-400,
KlausHuber,https://github.com/KlausHuber,3.0,0.0,0.0,1.0,0.0,0.0,382.0,0,-1847,True
randyheydon,https://github.com/randyheydon,10.0,6.0,1.6666666666666667,16.0,1.0,17.0,192453.0,0,670,False
testgit1,https://github.com/testgit1,1.0,0.0,0.0,1.0,0.0,2.0,104.0,0,-99999,False
pavithra-raman,https://github.com/pavithra-raman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
oanaelenabarbu,https://github.com/oanaelenabarbu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8364,
rustynailor,https://github.com/rustynailor,4.0,0.0,0.0,11.0,0.0,1.0,46451.0,0,50,False
morus,https://github.com/morus,2.0,0.0,0.0,1.0,0.0,2.0,782.0,0,-400,False
ASosnin,https://github.com/ASosnin,1.0,0.0,0.0,36.0,0.0,0.0,84229.0,0,-12734,False
flurple,https://github.com/flurple,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5252,
mesritarne,https://github.com/mesritarne,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2846,
itreptogyp,https://github.com/itreptogyp,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5262,
Applehoo,https://github.com/Applehoo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
michaelkanis,https://github.com/michaelkanis,15.0,20.0,0.75,16.0,0.0,17.0,176254.0,0,1500,False
Jeonghyun,https://github.com/Jeonghyun,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-100,False
hoborg1,https://github.com/hoborg1,2.0,0.0,0.0,2.0,0.0,2.0,3736.0,0,12,False
fellan,https://github.com/fellan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
sistemcoktu,https://github.com/sistemcoktu,3.0,3.0,1.0,5.0,0.0,1.0,1301.0,0,50,False
mcdevitt2,https://github.com/mcdevitt2,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-150,False
timxicbducre,https://github.com/timxicbducre,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
andygads,https://github.com/andygads,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0,-1238,False
jjguzzardo,https://github.com/jjguzzardo,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-3624,
Timpte,https://github.com/Timpte,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
apoorvatare,https://github.com/apoorvatare,5.0,0.0,0.0,1.0,0.0,1.0,92.0,0,32,False
philster34,https://github.com/philster34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
criminy,https://github.com/criminy,5.0,2.0,2.5,13.0,0.0,29.0,10273.0,0,2500,False
nishanthkrishna,https://github.com/nishanthkrishna,3.0,0.0,0.0,4.0,0.0,1.0,744.0,0,10,False
simonowen,https://github.com/simonowen,54.0,0.0,0.0,39.0,26.0,411.0,24770.0,0,6600,False
BeresD,https://github.com/BeresD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6738,
sebastianroming,https://github.com/sebastianroming,88.0,203.0,0.4334975369458128,128.0,551.0,13.0,481581.0,0,5742,True
projectone,https://github.com/projectone,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5723,
Zaffar1975,https://github.com/Zaffar1975,3.0,0.0,0.0,6.0,0.0,0.0,487593.0,0,-9000,True
mschlappa,https://github.com/mschlappa,0.0,0.0,0.0,6.0,0.0,13.0,662150.0,0,-92935,False
jonshamir,https://github.com/jonshamir,11.0,5.0,2.2,30.0,1072.0,66.0,12687407.0,0,420,False
liweichang,https://github.com/liweichang,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2374,
brooksw,https://github.com/brooksw,4.0,1.0,4.0,5.0,0.0,0.0,894.0,0,5,False
imdave4me,https://github.com/imdave4me,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5000,
susanaperez,https://github.com/susanaperez,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
mathiasm,https://github.com/mathiasm,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0,-555,
jeffmcnab,https://github.com/jeffmcnab,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7239,
balmasi,https://github.com/balmasi,45.0,24.0,1.875,39.0,49.0,293.0,255488.0,0,5066,False
wprog,https://github.com/wprog,1.0,0.0,0.0,2.0,0.0,2.0,324.0,0,32,False
vicondu,https://github.com/vicondu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
hunsucker,https://github.com/hunsucker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8000,
zakgrindle,https://github.com/zakgrindle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
mattford63,https://github.com/mattford63,9.0,0.0,0.0,16.0,71.0,0.0,92978.0,0,-7496,False
stuartgiles,https://github.com/stuartgiles,1.0,4.0,0.25,3.0,0.0,0.0,2739.0,0,-3782,False
kennygood,https://github.com/kennygood,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-8239,
kokice,https://github.com/kokice,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
cassanovafrankenstein,https://github.com/cassanovafrankenstein,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7836,
ildalina,https://github.com/ildalina,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,
harsouturi,https://github.com/harsouturi,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4000,
bioparco,https://github.com/bioparco,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
mmcd,https://github.com/mmcd,0.0,5.0,0.0,4.0,5.0,1.0,141908.0,0,100,False
haxkil,https://github.com/haxkil,1.0,3.0,0.3333333333333333,3.0,0.0,0.0,5367.0,0,-5828,True
janakan,https://github.com/janakan,1.0,0.0,0.0,6.0,0.0,0.0,9747.0,0,2,False
Tontonitch,https://github.com/Tontonitch,7.0,10.0,0.7,38.0,7.0,39.0,140004.0,0,2500,False
gugi1,https://github.com/gugi1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8256,
panzerkanonier,https://github.com/panzerkanonier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000,
tarwon,https://github.com/tarwon,2.0,4.0,0.5,1.0,0.0,0.0,1342.0,0,3,True
highprofileescort,https://github.com/highprofileescort,,,,,,,,0,-999999,
ysavary,https://github.com/ysavary,14.0,2.0,7.0,9.0,60.0,14.0,275010.0,0,-137,False
vicd,https://github.com/vicd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
tomiaijo,https://github.com/tomiaijo,1.0,1.0,1.0,6.0,17.0,45.0,255673.0,0,872,False
francoist,https://github.com/francoist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8237,
Namtes,https://github.com/Namtes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
friendseat,https://github.com/friendseat,0.0,0.0,0.0,10.0,0.0,0.0,394243.0,0,69,True
giullifgerrari,https://github.com/giullifgerrari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
FriendsEATcom,https://github.com/FriendsEATcom,0.0,0.0,0.0,1.0,0.0,0.0,41894.0,0,-2384,False
killeurc,https://github.com/killeurc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-92378,
mvicidomini,https://github.com/mvicidomini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,
masters-zz,https://github.com/masters-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4242,
